class,text
1,asi tak p.matovič nie napriek zastrašovaniu ale práve kvoli zastrašovaniu tam išli asi ste nerobili aj listocky kde kazdý anonimne napísal prečo na testovanie prišiel...skúste a budete prekvapený vy.
1,choď do riti už
1,ty opici kral
1,sme vo vojne !aktualizácia: pred chvíľou som verejne prostredníctvom infovojny vyzvala a zaúkolovala ministerku kolíkovú
1,akcia prebehla super
1,veru. komunistická strana ďakuje. až 99
1,pekne smiesny status hlavne
1,a zivi budu zavidiet mrtvym....nic ine mi nenapada
1,všetko ok ale tie propagandistické fotky v oblečení ako zdravotník ste si mohol odpustiť to sa možno tak podobá respektíve to možno tak robí severokórejský vodca takéto propagandistické fotky
1,dobre to ľuďom j..e!!! v prvej vlne tu každý pi...al že sa netestujú všetci ľudia
1,gratulujem hlavne vám premiér sr!!!
1,ty si hrozny žebrak
1,hrubo znásilní ženu a potom sa chváli kamarátom
1,140 tisíc bylo donuceno jít na testy aby mohli vyvenčit psy ...gratuluju
1,ste normalne hrdina stada ktore nema pristup k informaciam inym ako tie ktore vy dosadite do medii.
1,vidíte pán igor matovic
1,aby jeden premiér nepoznal význam slova:dobrovoľný hanba... táto akcia nemala nič s dobrovoľnosťou spoločné
1,mala som obavy
1,to sa ešte uvidí igorko
1,vedeli ste
1,bohužiaľ
0,igorko naša láska... 
0,presne napísané
1,a mali na výber? dobrovoľne nedobrovoľne? :)
1,a mali na vyber pan premier ?!  vy tvrdite ze dobrovolne 
1,ved co mali ti chudaci ine robit
1,ty ideš niekomu ďakovať
1,presne ja som povedal že nepôjdem ... ale po dlhom uvažovaní som prišiel na to že  pôjdem!!! ale nie preto aby si bol spokojný :d ale preto že chcem byť negatívny :d pôjdem prvý budem pozitívny a tak pôjdem na druhý :d a budem chodiť kým mi neukáže negatívny bohužiaľ matelko to nedomyslel a v obchodoch nebudú mať prehľad kto bol a nebol pozitívny takže takže s môjho pohľadu vyhráme obaja :d ja budem mať papier negatívny a ty budeš mať čísla s ktorými sa môžeš chvastat veď budeš mať za 1 človeka možno 2 a možno 3 :d
1,ty chuju
1,sebe ďakuj
1,takto to vyzera
1,a koľko je teraz z toho nakazených??? tu ide o čísla
1,igor matovic a prečo asi lebo ste ich k tomu donútili
1,marián kollár
1,p.matovič je načase odísť šírite medzi ľudí iba strach a chaos
1, karma ta dobehne!!!!!!
1,tie čísla nesedia ako to môže byť 91% keď je tam 200000 obyvateľov
1,áno super nápad
1,boli úžasní? ved nemaju na výber... pridu o pracu
1,oravci boli a budú pod úrovňou rozhodovania ! aj za komunistov boli to ovce v oravskom košiary !
1,"""igor matovič a co tato tabulka pan premier"""""""""""
1,také pokrytecké ....poslanci
1,davos jún 2020
1,boris sa ma ako?
1,už nie sme tí alkoholici čo to pokazili ale už sme tí úžasní?
1,kolko bude platit ten certifikat? co v pripade
1,podvod co nema obdobu
1,igor o chvílu :) 
1,tabuľkový blb...
0,museli byť úžasný. to je veľký rozdiel
0,nikto nepochybuje o testovani a hľadaní pozitívnych šíriteľov. ale majte ohľad aj na fyzicky zdravých lebo tí časom onemocnejú a budete liečiť ich duševné zdravie.....
1,moze niekto skreslit statistiky ? moze - vy pan premier. a mozete sa hanbit ale nastastie ludia doveruju armade a zdravotnikom. toto co ste predviedli sa neda nazvat nicim inym ako klamstvom a zamernym skreslovanim vysledkov. ale nechapem na co to bolo dobre takto skreslovat vysledky. vsetci boli spokojni a chvalili ale nie vam to nestacia  musite si to skreslit aby ... proste nechapem ... a potom sa divte ze vam ludia nedoveruju ...
1,igor m.tvoje sado-maso praktiky sú excelentné...myslím že väčšina slovákov má dýchavičnosť 
1,ako vidia “dobrovolne” testovanie v cr
1,zaplatené  s 20
1,vraj 90%... čítala som príspevky od ľudí dobrovoľne- nasilu testovaných
1,rad by som poznal odpoved
1,matematické okienko k pilotnému testovaniu:počet testovaných za štyri okresy: 140 945identifikovaných za štyri okresy: 5 594percento infekčných za štyri okresy: 3
1,asi takto igor .....
1,mozme vyzadovat od policajta preukazania sa testom? lebo ked to chce on
1,ešteže to vieš správne napísať
1,donuteni
1,once upon a time the god created earth and seas and then come hero from universum named igor matovic (probably in some relationship with darth vader) and show over the whole world with covid has began.
1,91%?? nehrozí... možno 91%tych kt. musia chodiť do práce.. a ďalšia vec boli aj ľudia z iných okresov
1,testovanie z donútenia  nie sme ovce
1,si nechutný ľuďom sa v nose šturaš
1,1/nakoľko neprešiel tzv.( podľa p. fica-špehovací zákon) ako mali vedieť
1,teraz hovorili v rádiu
1,to  asi nema logiku. na severe infikovanych 4% a pri dennom testovani viac ako 16 % infikovanych
1,180 000 ľudí okrem deti do 10 rokov a starších ľudia nad 65 rokov ktorí sa nerátajú do štatistík tak zase ojeb !!!!
1,po slovensky pán premiér. či ste zabudli akej krajine ste premiérom? nie
1,ty mas este odvahu toto nazyvat uspechom ?!?!! mas ty boha pri sebe ?!?!pri plosnom testovani v najzamorenejsich okresoch sa ukazalo ze : 1. pozitivnych testov bolo len 4% populacie2. z toho realne infekcnych (s priznakmi) je mozno 10% cize cca 0.4% populacie...chapeme sa ze si si strelil tym plosnym testovanim do kolena?kolko % realne infikovanej populacie treba na vynimocny stav? min 10-20% ??a ty si 20x pod tymto cislom a ty tu robis lockdowny a katastroficke vyhlasenia?este raz
1,hoax matelkou
0,čo tak zavrieť celé slovensko aj bez testovania??? teraz už vieme
1,najvetčia haluz je že keď tam nepojdeš a zastavia ťa zelenači či máš negatívny test tak môžeš povedať áno a oni si to nemajú ako overiť
1,toto ti uz nikto nezozerie.
0,ja musim sa asi opravit ide vam to dobre
1,komediant....
0,ked mate tolko peniaze
0,ako to je teda ...
1,nútené testovanie...
1,jeeej tu sa zas zbehli polomongoloidi v komentaroch
0,magor.. nie 150000 ale 200000.obyvatelov...
0,‍‍
1,hmmm tak 91% oravakov je zacipovanych. cip sa aktivuje automaticky keby nahodou chcel niekto volit ficka.
0,91%?!!
0,čiže ak sa zmenili termínu testovania na 31.10 a 1.11... ale my v práci máme testovanie 30.10... ten test nám bude akceptovaný či nie? nenašla som k tomu žiadne nové info...
0,one time ste premier
0,pán premiér
0,to je predpoveď počasia?
0,matovič: to
0,žijeme vo veľmi zvláštnej dobe.
1,dag daniš veľmi presne pomenoval plusy aj mínusy celoplošného testovania ako aj použitých ag rýchlotestov. moje nastavenie voči tejto akcii.verím
1,úžasní? veď na tie testy
1,igi ešte ťa čaká 74 okresov a myslím si že 1ho nebudeš takto jasat. ináč operácia super a myslím si že vylodenie v normandii bolo nič oproti vašej akcií s ministrom ktorý nikdy nebol na vojne a šéfuje tomu rezortu. ps:predlzuj núdzový stav kým sa dá lebo ako náhle skončí tak ľudia vyjdú do ulíc a budeš utekať aj s celou  touto vládou.
1,pán premiér
1,za to vás raz budú súdiť
1,očkovanie bude tiež dobrovoľné
1,hlupak!
1,igor matovic ...co je toto za dobrovolne testovanie ked clovek ktory nejde na testy musi podstupit 10 karantenu bez toho ze mu bude hradena pn plus to ze mu hrozi vyhadzo z roboty ? ty chrapun jeden zasraty to co ma toto znamenat toto je dobrovolne ved ty si tych ludi tam donutil ist ...sa hanbi ...
1,je cas
1,vyjadrenie profesora verejného zdravotníctva pána hrušovskéh
1,hopefully next time
1,uprimne...je tento clovek
1,igor matovic dobrý deň
1,pan premier. ledva sa to stihlo za 3 dni v tych 4 okresoch a vy skratite dalsie testovanie na 2 dni ?to uz ma aku logiku
1,chod uz do pi.ce ty ko.ot vyj.bany
1,tupec
1,bohužial to nie je dobrovolne lebo ak nepôjdem na test tak som bez prace.napište kde si môžem dať test urobiť z krvy lebo test ktorý sa robí za vela nestoji
1,one time will be next time uz trapne...
1,šikana
1,je mi z vás zle
1,vyhražky 
1,veľmi rád by som videľ štatistiky chrípky z minulého roku
1,urobili ste zo slovákov pokusné králiky
1,nvm. 1 odberné miesto vybaví 350testov za deň. bb bude mať 68 odberných miest. 68x350=23.800x2dni=47.600 testov a otestovanych má byť vyše 60.000 ľudí.skvelá práca pan premiér
1,chod do prdele už
1,ak to testovanie nevyjde odstupis konecne?
1,hm
1,chceš sa zamestnať  ? test...chceš odniesť dieťa do školy  ? test....chceš ísť do obchodu  ? test.    fikcia  ?    nie 
1,pripominami chitanie potkanov kto kelo chici takojich citaju
1,max malo byt 185 000 pred testovanim
1,negramota sprostá čo sa neviem ani vyjadriť ty dement tupý. fašista diktátor bastard
1,ešte keby doplníte koľko bolo štatisticky pravdepodobne podľa sensitivity/specificity testu falošné pozitívnych a hlavne koľko falošné negatívnych.
1,pán premiér bavíte sa o 30 percentom účinnom testovaní
1,dojebat celé slovensko ti ide igi...
1,oprava oravy
1,čistý biznis to testovanie. obyčajní ľudia nech si platia (to sa netýka najviac oravy a bj) a všade inde si zaplaťte aby vláda mala na rozhadzovanie a aby mala viac euráčov pre cigánov.
1,na fotke: igor ukazuje
1,vy  coi ste sa dali  testovats te  odpüisany  na  smrt. citajte. dnes  zverejnil  uz aj  pan harabin. uvadzame  to tu  uz  dlho
1,co tu trepes! ani ratat nevies a ojebavas!peter kvačkajcopynová doba! účasť sa ráta z účasti!pozrel som si tlačovku z pilotného projektu overlorda
1,nosím rúško a testovať sa pôjdem. no mam otázku - podľa čísel získaných z doterajšieho plošného testovania obyvateľov týchto najhorších okresov vyplýva
1,hm
1,najskôr sa im vyhrážaš 
1,91% ľudí v daných okresoch nepodľahlo hejtu
1,a ake vysledky ste cakali
1,ty psychopat ludia museli  ist
1,prečo chcete dávať pokuty a sankcie za to že sa ľudia nedajú testovať? aký je na to zákon dobrovoľne ale na silu? som zvedavý či odpoviete
1,ze sa nehanbite vydierať voličov...
1,pozor!!.. ukazuje sa že testy nie su uplne presné!!!.. covid sa chová zvláštne!
0,kukniteee
1,este máme nádej. ktora zatoci s covid terorom totalitnom....trump citit z neho bezpevie a istotu. z vas neistotu
1,a čo s  nimi robíš
1,cisla nesedia takze tak
1,úžasný si ty na psychiatriu
1,nezabudnite
1,igor
1,aj tak bude nakoniec loki davn alebo blekota aut
1,uboziak
1,pls slovensky
1,som len zvedavy ked vas zacnu povinne vakcinovat a cipovat!!!!!ci budete aj potom davat palce hore!!!!!!!!!ked vam zoberu penieze a svoju identitu!!!!!!fokt tupe ovce!!!!
1,zarobené by bolo na
1,next time one time
1,boli vydierani a zastrašovani
1,s takymito statistickymi zrucnostami pride na celoplosne testovanie aj viac ako 100% 
1,aj vy pán matovič 24.09. v ba s prezidentom ukrajiny. do volieb vám to mnohí z nás nezabudnú
1,pretože na orave a v bardejove sú chlapi
1,ludia uvedomte si 
1,pán premiér
1,prečo je tam max.účasť len 155 tisíc
1,strach zo zakazu ist v pondelok do prace bol velky.radsej palicku do nosa
1,sme supeeer
1,neboj sa :d zbytok sr ti to este natrie :d ja ani na test nejdem ani doma sediet nebudem co urobis???ps: vysledky testovania ludia mozu akurat tak strcit ako aj ty svoj nazor :d
1,vsade citam ze je nedostatok personalu cirkev by sa nemohla zapojit ?.maju dost mnisok ked uz zeru zo statneho a ani im netreba nukat 5€ na hodinu a ked pisete ludom ze su uzasni mohli by ste sa im prestat vyhrazat karantenou to by bolo velice mile igore.. next time si treba vziat tlmocnika a nesaskovat.
1,naj pobavitelnejšie je to čislo 91  myslim ze v tomto štate to nemusim podrobnejsie vysvetlovat
1,skopirovane z blog - kormidlo - pravda - predvcerompán premiér
1,pán matovič 
1,načo ťa angličtina to chcete dokázať ľuďom že ste sa ju bolí z doucil
1,50% chyba vysledku.
1,no co vajn tájm next tájm...  vidím že je tu na slovensku okolo teba a ducha svätého 61
1,nechodili nahodou na tie testy aj ludia z inych okresov? a vy ste ich dali do 1 statistiky... keby prisli vsetci ludia z tych okresov sak by ste mali 150% ucast... to by bolo jak volby v rusku
1,nemohli by ste k tomu pridat aj statistiku ci ludia maju nejake priznaky alebo bez priznakov?
1,ak sa dám otestovať vantajm
1,a koľko z nich bolo cezpoľných??? 91 percentná účasť je skreslená
1,pan premier bude sa uz konecne aj kontrolovat zakaz vychadzania ci dochodcovia smelo mozu dalej cestovat cez celu krajinu za vyletmi?
1, ste uzasny  p. matovic dalsie eura su uz u manzelky
1,až nato
0,sabinov je kde
0,samé opatrenia a obmedzenia
1,ty si také hova.o. vyhrazkami si prinútil ísť sa testovať.
0,a týmto sa vyliečia... shukhrat khalilov (kandidát lékařských věd) ⠀ hlavním nebezpečím viru covid-19 je
0,your english is getting better mr matovic
1, ze je dobrovolne
1,ano
0,preco vam tam svieti 'infekcni'? :d omg
0,pan premier
1,ach ty šašo jeden
1,mažeme komenty! je to tak! budúci víkend bude v marketoch 1000 pozitívnych ľudí
1,kto chce psa bi´t
1,dúfam že usmažíš v pekle!!!teším sa keď budem tancovať na tvojom hrobe.
1,mr. prime minister!  you are better in advanced english.
1,toto má čo znamenať
1,antigenove testy zodpovedaju cene 4€ zachytia skutocne len vysoko infikovanych. preto je uplne zbytocny test ak nemate aspon teplotu. ak uz ukaze ze ste pozitivny tak je to na 100% a nemusite absolvovat pcr test. ludia ktori ste boli v kontakte s infikovanym neupokojujte sa negativnym antigenovym testom ale hned sa objednajte na korona.gov na pcr test. skutocne vyhodene peniaze za antigenove testy. trebalo urcite viac robit pcr testy a tak by sa to urcite s lockdownom zastavit dalo. teraz prepadava velke mnozstvo pozitivnych ludi ktori dalej siria virus...
1,pán premiér
1,chlape ty máš šťastie že ťa tam nerozniesli na topánkach! modlí sa aby ťa niekto niekde nespoznal. dúfam a modlím sa za to aby si čím skôr skapal!
1,darujes dobrovolne svoj organ alebo tkanivo?
1,vdaka
1,viete mi prosím povedať ako je možné že ak sa 1clovek bol testovať 2x v jeden deň a jeden test mal pozitívny a druhy negatívny. tak ako tieto nezmysly funguju? ci nakazil sa kým čakal?
1,91% je konecne cislo
1,daj si jeden do komory a odíď ako chlap!
1,ahoj jebenko mam otázku ak človek ma teda po tvojom testiku čo si povedal že nieje úplne ok v sebe korónu a je teda v 10 dnovej karanténe  a je v mieste bydliska na adrese napr v byte/dome zavretý 10 dni a ma príznaky prská kašle slintá a tým pádom sa vírus síri po kluckach
1,ved este pred dvoma týždňami ste oravu hanil....teraz nám ju dáte za vzor ako osadu letanovce?????
1,oceňujem
0,môžem sa spýtať keď sa dám otestovať skôr ako v piatok bude to platiť  ďakujem za odpoveď
1,dobrovoľne--nasilu
1,nasilu a dobrovolne je rozdiel dobrovolne by bolo mensie cislo
0,no a teraz co dalej?
1,igor matovic máte peknú tabuľku
0,..ja aj tak neverím
1,igorko... ty ďakuješ a hráš divadielko. tí ľudia boli donuteni ísť sa testovať a každý vie prečo. tvoje dakovanie je arogantný výsmech poctivému a slušnemu človeku. odstup a aj vláda.
1,si hrdina a majster sveta...tak už môžeš spokojne odísť do zabudnutia.alebo chceš pokračovať v diktatúre?!?ty nie si môj premiér
1,nová doba! účasť sa ráta z účasti!pozrel som si tlačovku z pilotného projektu overlorda
1,tu máš lepší graf!!!
1,akých infekčných???
1,igor paradne super ste to dali podarilo sa
1,and one time?
1,pán premiér
0,aj testy aj lockdown aj ruska aj vsetko co je potrebne urobit pre moju rodinu aby ostala zdrava koli arogantom ktori popustili a frajerovali po prvej vlne
0,väčšina ľudí išla z donutenia
1,svina fasisticka odstup leopoldovta caka tak ako teba matovic tak aj fica dzurindu oszkara vilagiho pociatka kalinaka ..... tam budete spoluty zmrd okradas nase rodiny si kokoooot
0,treba testovať toho
1,znásilňovanie a vydieranie slovenská aj proti názoru odbornikov
1,podliak dal si nakaziť mnoho ľudí len aby si dosiahol svoje druhý hitler
